time,dry-bulb temperature (°C),relative humidity (%),atmospheric pressure (hPa),wind speed (m/s),wind direction,ground temperature (°C),horizontal total solar radiation intensity (W/m2),horizontal diffuse solar radiation intensity (W/m2)
2022-02-24 03:00:00,-7.5,66,1022.3,0.5,76,-10.3,0.0,0.0
2022-02-24 04:00:00,-7.9,69,1022.0,1.2,98,-10.7,0.0,0.0
2022-02-24 05:00:00,-7.4,65,1022.0,1.1,94,-10.4,0.0,0.0
2022-02-24 06:00:00,-7.4,63,1021.9,2.5,89,-10.6,0.0,0.0
2022-02-24 07:00:00,-8.0,64,1022.2,1.8,92,-11.1,7.0,11.0
2022-02-24 08:00:00,-5.9,57,1022.9,2.3,114,-7.4,195.0,55.0
2022-02-24 09:00:00,-2.3,44,1023.1,1.3,89,6.2,392.0,79.0
2022-02-24 10:00:00,1.0,30,1022.5,1.1,72,13.1,549.0,93.0
2022-02-24 11:00:00,3.0,27,1021.5,2.5,21,17.8,653.0,105.0
2022-02-24 12:00:00,4.9,20,1020.6,1.7,85,22.2,694.0,108.0
2022-02-24 13:00:00,6.4,18,1018.9,1.0,289,24.0,681.0,109.0
2022-02-24 14:00:00,8.2,16,1017.6,0.6,125,24.6,588.0,108.0
2022-02-24 15:00:00,9.0,15,1016.9,1.6,260,21.7,447.0,96.0
2022-02-24 16:00:00,9.4,18,1016.4,0.9,241,16.2,249.0,83.0
2022-02-24 17:00:00,8.4,20,1016.1,0.3,270,2.9,62.0,39.0
2022-02-24 18:00:00,5.2,25,1016.3,0.3,145,-2.9,0.0,0.0
2022-02-24 19:00:00,0.0,39,1016.7,0.5,75,-4.4,0.0,0.0
2022-02-24 20:00:00,-2.6,51,1016.9,0.8,84,-5.2,0.0,0.0
2022-02-24 21:00:00,-3.1,53,1016.9,0.9,84,-5.7,0.0,0.0
2022-02-24 22:00:00,-3.1,60,1016.9,1.3,89,-6.0,0.0,0.0
2022-02-24 23:00:00,-3.2,62,1016.6,1.6,79,-6.1,0.0,0.0
2022-02-25 00:00:00,-4.2,64,1016.1,1.2,86,-6.1,0.0,0.0
2022-02-25 01:00:00,-4.6,66,1016.1,0.9,91,-6.3,0.0,0.0
2022-02-25 02:00:00,-4.9,70,1015.5,1.3,92,-6.7,0.0,0.0
2022-02-25 03:00:00,-5.2,73,1014.7,0.3,91,-6.9,0.0,0.0
2022-02-25 04:00:00,-5.8,76,1014.4,1.0,97,-7.4,0.0,0.0
2022-02-25 05:00:00,-5.3,71,1014.3,1.1,99,-7.3,0.0,0.0
2022-02-25 06:00:00,-4.5,62,1014.3,0.3,91,-7.2,0.0,0.0
2022-02-25 07:00:00,-5.4,69,1014.5,0.5,79,-7.5,8.0,11.0
2022-02-25 08:00:00,-3.6,62,1015.0,1.7,98,-4.1,136.0,90.0
2022-02-25 09:00:00,-0.8,51,1014.7,2.7,92,3.8,322.0,148.0
2022-02-25 10:00:00,3.0,40,1014.1,1.8,92,10.7,485.0,174.0
2022-02-25 11:00:00,5.6,32,1012.9,1.3,61,17.4,612.0,181.0
2022-02-25 12:00:00,8.7,26,1011.6,0.9,83,22.6,640.0,185.0
2022-02-25 13:00:00,11.0,21,1010.0,1.9,207,24.6,663.0,199.0
2022-02-25 14:00:00,12.4,20,1008.5,1.5,249,23.4,577.0,180.0
2022-02-25 15:00:00,13.0,18,1007.6,1.5,282,20.9,411.0,142.0
2022-02-25 16:00:00,13.3,17,1007.2,3.1,242,15.9,232.0,103.0
2022-02-25 17:00:00,12.3,17,1006.6,0.7,219,5.2,27.0,30.0
2022-02-25 18:00:00,9.8,23,1007.1,0.6,260,-0.8,0.0,0.0
2022-02-25 19:00:00,4.3,33,1007.5,0.0,PPC,-2.5,0.0,0.0
2022-02-25 20:00:00,4.5,35,1007.8,1.3,213,-2.3,0.0,0.0
2022-02-25 21:00:00,3.2,42,1008.2,1.0,28,-2.8,0.0,0.0
2022-02-25 22:00:00,0.8,50,1008.3,0.0,PPC,-3.4,0.0,0.0
2022-02-25 23:00:00,-1.0,57,1008.5,0.6,115,-4.0,0.0,0.0
2022-02-26 00:00:00,-2.0,64,1008.4,1.7,86,-4.5,0.0,0.0
2022-02-26 01:00:00,-2.6,67,1008.8,1.4,78,-5.2,0.0,0.0
2022-02-26 02:00:00,3.7,31,1009.4,2.7,352,-2.6,0.0,0.0
2022-02-26 03:00:00,3.9,29,1010.5,3.0,6,-2.5,0.0,0.0
2022-02-26 04:00:00,3.4,32,1011.4,1.9,40,-2.7,0.0,0.0
2022-02-26 05:00:00,3.5,25,1012.1,4.3,6,-2.7,0.0,0.0
2022-02-26 06:00:00,1.3,32,1013.0,1.1,37,-5.0,0.0,0.0
2022-02-26 07:00:00,-0.2,36,1014.0,1.7,61,-5.5,21.0,9.0
2022-02-26 08:00:00,0.6,38,1014.8,0.0,PPC,-3.1,212.0,46.0
2022-02-26 09:00:00,4.4,25,1015.2,2.1,122,6.9,422.0,63.0
2022-02-26 10:00:00,6.0,21,1015.2,1.5,45,13.1,581.0,75.0
2022-02-26 11:00:00,7.1,19,1014.7,0.2,PPC,20.0,684.0,80.0
2022-02-26 12:00:00,8.3,19,1014.1,2.8,225,22.8,727.0,87.0
2022-02-26 13:00:00,9.1,18,1013.0,1.5,55,25.0,712.0,85.0
2022-02-26 14:00:00,10.3,15,1011.8,1.5,238,25.2,623.0,86.0
2022-02-26 15:00:00,11.0,12,1011.1,2.3,360,21.7,482.0,78.0
2022-02-26 16:00:00,11.3,12,1010.9,1.2,339,17.6,290.0,60.0
2022-02-26 17:00:00,10.2,12,1010.5,1.3,349,4.6,87.0,31.0
2022-02-26 18:00:00,6.7,16,1010.9,0.8,107,-2.2,0.0,0.0
2022-02-26 19:00:00,2.2,24,1011.5,0.2,PPC,-3.2,0.0,0.0
2022-02-26 20:00:00,0.2,31,1011.4,0.6,139,-3.7,0.0,0.0
2022-02-26 21:00:00,-1.8,42,1011.2,0.0,PPC,-4.3,0.0,0.0
2022-02-26 22:00:00,-3.1,50,1011.0,0.0,PPC,-4.8,0.0,0.0
2022-02-26 23:00:00,-4.0,55,1010.9,1.3,79,-5.3,0.0,0.0
2022-02-27 00:00:00,-3.2,53,1010.4,1.5,93,-5.4,0.0,0.0
2022-02-27 01:00:00,-3.4,55,1010.1,0.4,99,-5.5,0.0,0.0
2022-02-27 02:00:00,-4.4,63,1009.7,0.5,80,-5.9,0.0,0.0
2022-02-27 03:00:00,-5.0,70,1009.3,1.0,114,-6.1,0.0,0.0
2022-02-27 04:00:00,-5.8,73,1009.1,0.8,78,-6.4,0.0,0.0
2022-02-27 05:00:00,-5.3,69,1009.0,1.9,85,-6.3,0.0,0.0
2022-02-27 06:00:00,-6.1,71,1009.5,1.3,95,-6.7,0.0,0.0
2022-02-27 07:00:00,-5.9,72,1009.9,1.2,92,-6.4,26.0,20.0
2022-02-27 08:00:00,-2.6,64,1010.7,1.7,88,-2.6,203.0,67.0
2022-02-27 09:00:00,1.2,47,1011.2,2.5,66,5.3,401.0,90.0
2022-02-27 10:00:00,5.1,33,1011.1,1.6,66,11.3,564.0,102.0
2022-02-27 11:00:00,9.8,17,1010.3,1.2,87,19.3,663.0,118.0
2022-02-27 12:00:00,11.8,15,1009.4,1.2,164,23.1,704.0,121.0
2022-02-27 13:00:00,14.3,12,1008.0,1.3,179,25.2,684.0,114.0
2022-02-27 14:00:00,15.7,11,1007.1,1.6,217,25.1,609.0,106.0
2022-02-27 15:00:00,16.1,11,1006.5,1.6,269,23.4,456.0,107.0
2022-02-27 16:00:00,15.6,10,1006.1,2.0,230,19.4,271.0,84.0
2022-02-27 17:00:00,14.6,11,1005.9,2.1,218,7.8,70.0,45.0
2022-02-27 18:00:00,11.1,16,1006.4,0.0,PPC,0.0,0.0,0.0
2022-02-27 19:00:00,5.5,24,1007.0,0.6,110,-1.8,0.0,0.0
2022-02-27 20:00:00,2.7,33,1007.6,1.1,64,-2.1,0.0,0.0
2022-02-27 21:00:00,1.4,36,1007.9,0.0,PPC,-2.3,0.0,0.0
2022-02-27 22:00:00,0.3,44,1008.1,0.4,67,-2.2,0.0,0.0
2022-02-27 23:00:00,-0.5,49,1007.6,0.4,132,-2.3,0.0,0.0
2022-02-28 00:00:00,-0.8,52,1007.4,0.0,PPC,-2.7,0.0,0.0
2022-02-28 01:00:00,-0.3,51,1007.4,0.8,100,-2.3,0.0,0.0
2022-02-28 02:00:00,-0.6,53,1007.4,0.0,PPC,-2.1,0.0,0.0
2022-02-28 03:00:00,-0.1,52,1006.8,0.2,PPC,-2.0,0.0,0.0
2022-02-28 04:00:00,-0.3,53,1006.2,0.0,PPC,-2.2,0.0,0.0
2022-02-28 05:00:00,-0.2,54,1005.8,0.9,78,-1.6,0.0,0.0
2022-02-28 06:00:00,0.5,53,1005.3,0.9,93,-1.2,0.0,0.0
2022-02-28 07:00:00,1.2,51,1005.8,0.7,276,-0.8,18.0,21.0
2022-02-28 08:00:00,1.9,50,1006.5,0.3,43,0.4,51.0,53.0
2022-02-28 09:00:00,4.6,43,1006.5,0.4,47,3.6,205.0,190.0
2022-02-28 10:00:00,7.8,32,1005.9,0.3,17,7.3,267.0,263.0
2022-02-28 11:00:00,9.0,34,1004.5,1.3,93,7.0,744.0,452.0
2022-02-28 12:00:00,10.9,30,1003.9,0.9,214,17.4,642.0,430.0
2022-02-28 13:00:00,11.6,29,1003.5,1.8,233,18.6,372.0,309.0
2022-02-28 14:00:00,13.1,28,1002.8,2.0,242,19.7,288.0,287.0
2022-02-28 15:00:00,12.4,30,1002.7,1.7,256,14.4,193.0,199.0
2022-02-28 16:00:00,11.8,32,1002.6,1.2,261,12.5,192.0,185.0
2022-02-28 17:00:00,11.2,34,1003.5,1.1,271,7.3,50.0,54.0
2022-02-28 18:00:00,9.9,37,1005.6,2.1,31,3.6,0.0,0.0
2022-02-28 19:00:00,8.4,25,1008.9,3.3,29,2.9,0.0,0.0
2022-02-28 20:00:00,7.1,29,1010.3,3.3,4,0.7,0.0,0.0
2022-02-28 21:00:00,6.2,30,1012.2,3.9,2,0.2,0.0,0.0
2022-02-28 22:00:00,5.5,29,1013.6,3.8,13,0.9,0.0,0.0
2022-02-28 23:00:00,4.1,33,1014.4,2.1,30,-0.7,0.0,0.0
2022-03-01 00:00:00,3.5,33,1014.9,3.7,24,-1.1,0.0,0.0
2022-03-01 01:00:00,3.7,31,1015.5,4.4,25,-0.7,0.0,0.0
2022-03-01 02:00:00,3.1,28,1015.8,3.5,35,-1.4,0.0,0.0
2022-03-01 03:00:00,2.0,27,1016.2,2.7,326,-3.0,0.0,0.0
2022-03-01 04:00:00,1.6,24,1016.8,1.7,354,-3.4,0.0,0.0
2022-03-01 05:00:00,0.9,27,1017.0,3.1,32,-3.5,0.0,0.0
2022-03-01 06:00:00,-2.7,40,1017.2,0.0,PPC,-5.7,0.0,0.0
2022-03-01 07:00:00,-4.1,47,1017.1,0.4,95,-5.9,39.0,14.0
2022-03-01 08:00:00,-0.7,41,1017.1,0.5,97,-1.4,240.0,45.0
2022-03-01 09:00:00,3.6,26,1016.9,1.5,102,4.7,443.0,64.0
2022-03-01 10:00:00,4.9,21,1016.5,0.4,61,11.5,601.0,73.0
2022-03-01 11:00:00,6.8,19,1015.7,1.3,180,18.5,707.0,80.0
2022-03-01 12:00:00,8.6,18,1014.3,2.5,150,21.5,746.0,84.0
2022-03-01 13:00:00,9.7,17,1012.6,3.7,213,22.9,727.0,83.0
2022-03-01 14:00:00,10.7,16,1011.3,2.5,229,23.8,640.0,79.0
2022-03-01 15:00:00,11.4,14,1010.3,2.3,200,22.3,497.0,72.0
2022-03-01 16:00:00,11.5,14,1009.5,3.2,203,17.0,302.0,59.0
2022-03-01 17:00:00,11.0,15,1009.0,2.6,205,6.8,98.0,32.0
2022-03-01 18:00:00,9.2,17,1009.1,1.7,211,1.4,0.0,0.0
2022-03-01 19:00:00,7.8,19,1009.7,1.9,233,-1.2,0.0,0.0
2022-03-01 20:00:00,7.3,21,1010.0,1.4,249,-0.5,0.0,0.0
2022-03-01 21:00:00,4.0,28,1010.3,0.4,63,-2.2,0.0,0.0
2022-03-01 22:00:00,-0.6,42,1010.4,0.6,69,-3.0,0.0,0.0
2022-03-01 23:00:00,-2.1,48,1010.1,0.6,95,-3.6,0.0,0.0
2022-03-02 00:00:00,-2.3,48,1009.5,0.9,81,-4.1,0.0,0.0
2022-03-02 01:00:00,-2.7,52,1009.3,0.0,PPC,-4.5,0.0,0.0
2022-03-02 02:00:00,-3.4,58,1009.0,0.7,78,-4.8,0.0,0.0
2022-03-02 03:00:00,-3.5,66,1008.1,0.7,96,-5.0,0.0,0.0
2022-03-02 04:00:00,-4.1,71,1007.6,0.9,86,-5.3,0.0,0.0
2022-03-02 05:00:00,-4.1,73,1007.3,1.2,83,-5.3,0.0,0.0
2022-03-02 06:00:00,-4.5,74,1007.1,0.0,PPC,-5.6,0.0,0.0
2022-03-02 07:00:00,-5.1,76,1007.4,0.4,80,-5.5,37.0,23.0
2022-03-02 08:00:00,-1.9,63,1007.5,1.4,100,-1.5,224.0,68.0
2022-03-02 09:00:00,2.4,47,1007.9,0.2,PPC,3.5,428.0,90.0
2022-03-02 10:00:00,6.8,29,1007.5,0.9,84,10.0,584.0,101.0
2022-03-02 11:00:00,9.6,21,1006.9,1.2,4,19.1,703.0,112.0
2022-03-02 12:00:00,12.1,16,1006.2,1.8,25,24.1,733.0,114.0
2022-03-02 13:00:00,13.3,13,1005.4,1.1,81,24.6,711.0,117.0
2022-03-02 14:00:00,14.5,12,1004.8,2.4,50,24.0,646.0,96.0
2022-03-02 15:00:00,15.1,11,1004.8,1.2,130,24.5,490.0,98.0
2022-03-02 16:00:00,14.9,10,1004.7,1.4,360,19.2,288.0,82.0
2022-03-02 17:00:00,14.2,12,1004.8,1.5,80,9.0,90.0,44.0
2022-03-02 18:00:00,11.7,14,1005.7,3.5,21,4.7,0.0,0.0
2022-03-02 19:00:00,8.6,19,1006.9,0.0,PPC,-0.7,0.0,0.0
2022-03-02 20:00:00,5.0,25,1007.8,1.7,47,-1.7,0.0,0.0
2022-03-02 21:00:00,6.7,21,1008.2,2.4,38,-0.3,0.0,0.0
2022-03-02 22:00:00,7.7,18,1008.8,2.9,25,0.1,0.0,0.0
2022-03-02 23:00:00,5.5,23,1009.0,1.4,143,-1.6,0.0,0.0
2022-03-03 00:00:00,1.0,39,1008.9,1.0,85,-2.8,0.0,0.0
2022-03-03 01:00:00,-0.6,41,1008.8,1.6,132,-3.3,0.0,0.0
2022-03-03 02:00:00,-1.3,46,1008.8,1.1,118,-3.8,0.0,0.0
2022-03-03 03:00:00,-2.3,47,1008.8,0.6,87,-4.3,0.0,0.0
2022-03-03 04:00:00,-3.7,55,1008.8,0.3,70,-4.7,0.0,0.0
2022-03-03 05:00:00,-4.1,60,1009.0,0.2,PPC,-5.0,0.0,0.0
2022-03-03 06:00:00,-5.1,62,1009.4,0.0,PPC,-5.2,0.0,0.0
2022-03-03 07:00:00,-5.2,65,1009.7,0.6,99,-5.0,33.0,31.0
2022-03-03 08:00:00,-3.1,64,1009.9,0.0,PPC,-1.0,237.0,149.0
2022-03-03 09:00:00,2.6,41,1009.8,0.7,169,2.0,390.0,153.0
2022-03-03 10:00:00,6.1,26,1009.3,1.7,249,8.1,551.0,172.0
2022-03-03 11:00:00,7.4,23,1008.4,1.5,225,16.6,663.0,176.0
2022-03-03 12:00:00,8.3,22,1007.1,2.7,276,21.3,718.0,161.0
2022-03-03 13:00:00,9.6,20,1005.3,2.2,235,21.7,696.0,148.0
2022-03-03 14:00:00,10.7,19,1003.9,1.9,282,22.6,612.0,142.0
2022-03-03 15:00:00,11.1,19,1002.9,2.4,279,20.6,458.0,137.0
2022-03-03 16:00:00,10.9,19,1002.3,2.1,229,16.0,264.0,123.0
2022-03-03 17:00:00,10.1,20,1001.9,2.0,234,7.4,74.0,59.0
2022-03-03 18:00:00,7.8,24,1001.7,0.3,194,1.5,0.0,0.0
2022-03-03 19:00:00,4.0,33,1001.8,1.2,211,-2.0,0.0,0.0
2022-03-03 20:00:00,1.8,40,1002.1,0.6,162,-1.6,0.0,0.0
2022-03-03 21:00:00,0.0,48,1002.0,0.7,105,-2.1,0.0,0.0
2022-03-03 22:00:00,-1.4,53,1002.0,0.5,100,-2.3,0.0,0.0
2022-03-03 23:00:00,-2.1,56,1001.6,0.7,71,-2.6,0.0,0.0
2022-03-04 00:00:00,-2.3,60,1001.2,0.9,105,-2.7,0.0,0.0
2022-03-04 01:00:00,-2.2,59,1000.7,0.9,63,-2.6,0.0,0.0
2022-03-04 02:00:00,-1.8,58,1000.7,0.3,100,-2.4,0.0,0.0
2022-03-04 03:00:00,-2.3,64,1000.2,0.6,72,-2.9,0.0,0.0
2022-03-04 04:00:00,-2.4,65,999.2,0.2,PPC,-3.0,0.0,0.0
2022-03-04 05:00:00,-2.4,66,998.9,0.4,71,-2.5,0.0,0.0
2022-03-04 06:00:00,-1.8,69,998.9,0.7,35,-3.0,0.0,0.0
2022-03-04 07:00:00,-2.4,73,999.4,1.1,124,-3.3,14.0,17.0
2022-03-04 08:00:00,-0.5,70,1001.3,1.3,266,-0.9,135.0,125.0
2022-03-04 09:00:00,4.5,47,1002.3,0.7,200,3.0,378.0,204.0
2022-03-04 10:00:00,8.9,18,1003.5,3.3,313,4.9,547.0,226.0
2022-03-04 11:00:00,8.6,11,1004.8,5.4,304,14.9,572.0,287.0
2022-03-04 12:00:00,9.0,13,1005.4,5.8,291,19.3,729.0,179.0
2022-03-04 13:00:00,8.8,14,1005.7,2.7,323,20.6,723.0,135.0
2022-03-04 14:00:00,8.5,11,1005.4,5.8,328,18.2,656.0,111.0
2022-03-04 15:00:00,8.2,10,1006.2,6.1,303,17.3,505.0,105.0
2022-03-04 16:00:00,7.7,11,1006.7,4.6,287,13.8,311.0,86.0
2022-03-04 17:00:00,6.9,12,1007.3,3.1,313,4.2,111.0,45.0
2022-03-04 18:00:00,5.6,14,1007.8,1.2,354,0.0,0.0,0.0
2022-03-04 19:00:00,4.6,16,1008.4,0.9,28,-0.8,0.0,0.0
2022-03-04 20:00:00,2.4,23,1008.5,1.1,48,-1.9,0.0,0.0
2022-03-04 21:00:00,1.2,27,1009.0,1.8,110,-2.6,0.0,0.0
2022-03-04 22:00:00,-0.6,31,1009.8,0.0,PPC,-3.5,0.0,0.0
2022-03-04 23:00:00,5.3,14,1010.2,2.9,311,-1.9,0.0,0.0
2022-03-05 00:00:00,2.6,17,1009.9,0.0,PPC,-3.8,0.0,0.0
2022-03-05 01:00:00,3.8,14,1010.0,1.2,297,-3.3,0.0,0.0
2022-03-05 02:00:00,2.8,15,1010.1,2.5,318,-4.2,0.0,0.0
2022-03-05 03:00:00,0.4,18,1010.4,0.0,PPC,-5.3,0.0,0.0
2022-03-05 04:00:00,-2.5,40,1011.2,0.2,PPC,-5.8,0.0,0.0
2022-03-05 05:00:00,-4.3,45,1011.7,0.0,PPC,-6.4,0.0,0.0
2022-03-05 06:00:00,-5.4,47,1012.6,0.0,PPC,-6.7,0.0,0.0
2022-03-05 07:00:00,-5.3,48,1013.8,0.0,PPC,-6.4,49.0,24.0
2022-03-05 08:00:00,-0.4,38,1015.2,0.0,PPC,-1.1,260.0,54.0
2022-03-05 09:00:00,3.5,18,1016.1,2.7,31,4.3,472.0,70.0
2022-03-05 10:00:00,4.7,16,1016.4,2.8,21,10.3,637.0,74.0
2022-03-05 11:00:00,5.8,14,1016.4,2.1,3,17.8,737.0,80.0
2022-03-05 12:00:00,6.2,13,1016.1,2.9,346,22.1,779.0,80.0
2022-03-05 13:00:00,7.1,10,1015.1,0.0,PPC,24.2,756.0,77.0
2022-03-05 14:00:00,8.1,10,1014.1,2.6,22,21.5,674.0,73.0
2022-03-05 15:00:00,9.0,9,1013.7,0.6,26,20.6,531.0,62.0
2022-03-05 16:00:00,8.8,9,1013.7,1.2,71,14.9,337.0,52.0
2022-03-05 17:00:00,8.1,9,1013.6,2.0,94,4.8,120.0,30.0
2022-03-05 18:00:00,6.1,12,1013.9,0.9,111,-0.4,0.0,0.0
2022-03-05 19:00:00,4.5,14,1014.5,2.7,62,-1.4,0.0,0.0
2022-03-05 20:00:00,2.2,19,1014.9,1.1,127,-2.6,0.0,0.0
2022-03-05 21:00:00,-1.3,25,1015.3,0.0,PPC,-3.6,0.0,0.0
2022-03-05 22:00:00,-2.4,33,1015.9,0.3,136,-4.2,0.0,0.0
2022-03-05 23:00:00,-3.3,38,1016.5,0.5,83,-4.9,0.0,0.0
2022-03-06 00:00:00,-4.5,46,1016.9,0.0,PPC,-5.4,0.0,0.0
2022-03-06 01:00:00,-5.2,51,1016.9,0.0,PPC,-5.8,0.0,0.0
2022-03-06 02:00:00,-6.1,50,1016.9,0.0,PPC,-6.2,0.0,0.0
2022-03-06 03:00:00,-5.4,53,1016.4,2.0,92,-6.4,0.0,0.0
2022-03-06 04:00:00,-3.8,46,1016.3,1.7,89,-6.0,0.0,0.0
2022-03-06 05:00:00,-4.5,49,1016.4,1.6,86,-6.2,0.0,0.0
2022-03-06 06:00:00,-5.5,55,1016.5,1.4,113,-6.7,0.0,0.0
2022-03-06 07:00:00,-6.2,56,1016.8,0.3,100,-6.1,40.0,31.0
2022-03-06 08:00:00,-2.9,45,1017.3,0.9,95,-1.2,229.0,109.0
2022-03-06 09:00:00,1.0,33,1017.1,1.1,87,3.1,415.0,137.0
2022-03-06 10:00:00,4.5,24,1016.7,0.0,PPC,9.7,514.0,174.0
2022-03-06 11:00:00,6.5,18,1015.7,0.3,221,18.6,487.0,224.0
2022-03-06 12:00:00,8.5,14,1014.3,2.5,193,22.0,712.0,204.0
2022-03-06 13:00:00,9.1,14,1012.8,2.9,256,22.7,692.0,196.0
2022-03-06 14:00:00,9.3,15,1011.4,3.2,175,19.9,583.0,206.0
2022-03-06 15:00:00,10.0,16,1010.5,2.7,194,19.4,436.0,185.0
2022-03-06 16:00:00,9.9,16,1010.2,2.4,187,12.8,270.0,136.0
2022-03-06 17:00:00,9.4,18,1009.9,1.9,174,6.9,85.0,64.0
2022-03-06 18:00:00,7.7,21,1009.8,0.8,153,1.4,0.0,0.0
2022-03-06 19:00:00,5.4,26,1010.5,0.0,PPC,-1.5,0.0,0.0
2022-03-06 20:00:00,3.4,31,1010.8,0.0,PPC,-1.5,0.0,0.0
2022-03-06 21:00:00,1.9,36,1011.2,0.0,PPC,-1.6,0.0,0.0
2022-03-06 22:00:00,0.4,43,1010.8,0.0,PPC,-2.1,0.0,0.0
2022-03-06 23:00:00,0.2,46,1010.1,0.0,PPC,-1.7,0.0,0.0
2022-03-07 00:00:00,-1.0,52,1010.3,0.0,PPC,-2.4,0.0,0.0
2022-03-07 01:00:00,-1.5,55,1010.0,1.2,68,-2.5,0.0,0.0
2022-03-07 02:00:00,-2.3,55,1009.7,0.0,PPC,-3.7,0.0,0.0
2022-03-07 03:00:00,-2.9,57,1009.2,0.0,PPC,-4.2,0.0,0.0
2022-03-07 04:00:00,-3.6,66,1009.2,1.2,69,-4.8,0.0,0.0
2022-03-07 05:00:00,-3.1,67,1009.5,1.2,102,-5.0,0.0,0.0
2022-03-07 06:00:00,-2.6,62,1010.1,2.1,90,-5.2,0.0,0.0
2022-03-07 07:00:00,-2.2,62,1009.8,1.6,81,-4.3,60.0,26.0
2022-03-07 08:00:00,1.6,47,1011.0,0.4,119,0.5,262.0,59.0
2022-03-07 09:00:00,5.3,36,1011.4,1.6,98,6.7,459.0,77.0
2022-03-07 10:00:00,10.3,23,1011.2,1.7,98,17.3,619.0,82.0
2022-03-07 11:00:00,12.1,16,1010.8,3.1,62,21.4,737.0,85.0
2022-03-07 12:00:00,13.5,15,1010.2,3.0,66,24.8,775.0,96.0
2022-03-07 13:00:00,15.0,13,1009.2,4.2,74,26.5,749.0,86.0
2022-03-07 14:00:00,15.8,12,1007.9,2.1,98,28.2,654.0,88.0
2022-03-07 15:00:00,16.2,11,1007.6,0.2,PPC,26.8,515.0,81.0
2022-03-07 16:00:00,16.9,11,1007.0,0.0,PPC,23.8,312.0,91.0
2022-03-07 17:00:00,17.1,10,1006.6,1.0,215,11.2,34.0,29.0
2022-03-07 18:00:00,13.4,17,1006.8,0.0,PPC,4.7,0.0,0.0
2022-03-07 19:00:00,8.7,22,1007.4,0.8,188,1.1,0.0,0.0
2022-03-07 20:00:00,4.9,32,1007.7,0.2,PPC,-0.9,0.0,0.0
2022-03-07 21:00:00,2.6,38,1008.0,0.4,99,-2.1,0.0,0.0
2022-03-07 22:00:00,1.6,41,1008.3,0.0,PPC,-1.4,0.0,0.0
2022-03-07 23:00:00,0.3,47,1008.1,0.0,PPC,-1.8,0.0,0.0
2022-03-08 00:00:00,-0.7,50,1008.0,0.3,75,-2.3,0.0,0.0
2022-03-08 01:00:00,-1.2,55,1007.8,0.7,59,-2.6,0.0,0.0
2022-03-08 02:00:00,-1.9,56,1007.6,0.0,PPC,-3.1,0.0,0.0
2022-03-08 03:00:00,-2.3,60,1007.3,0.0,PPC,-3.4,0.0,0.0
2022-03-08 04:00:00,-2.7,64,1007.3,0.0,PPC,-3.8,0.0,0.0
2022-03-08 05:00:00,-3.1,66,1006.9,0.6,54,-3.9,0.0,0.0
2022-03-08 06:00:00,-3.7,70,1007.2,0.0,PPC,-4.2,0.0,0.0
2022-03-08 07:00:00,-3.1,73,1007.1,0.9,102,-3.1,38.0,36.0
2022-03-08 08:00:00,0.6,54,1007.7,0.5,92,0.2,198.0,114.0
2022-03-08 09:00:00,5.5,38,1007.7,0.5,188,5.4,387.0,165.0
2022-03-08 10:00:00,8.8,31,1007.5,0.6,258,14.7,542.0,193.0
2022-03-08 11:00:00,10.2,27,1007.1,0.7,220,21.6,662.0,220.0
2022-03-08 12:00:00,12.6,25,1006.5,1.7,352,26.8,409.0,250.0
2022-03-08 13:00:00,14.5,21,1005.8,0.9,336,29.1,681.0,215.0
2022-03-08 14:00:00,15.8,20,1004.6,1.3,335,30.0,594.0,196.0
2022-03-08 15:00:00,17.0,17,1004.7,1.9,209,27.0,462.0,160.0
2022-03-08 16:00:00,17.9,17,1004.5,1.2,207,22.8,275.0,117.0
2022-03-08 17:00:00,17.2,17,1004.7,1.2,230,13.1,89.0,57.0
2022-03-08 18:00:00,14.4,22,1005.4,1.2,235,6.4,0.0,0.0
2022-03-08 19:00:00,9.8,33,1006.4,0.0,PPC,2.5,0.0,0.0
2022-03-08 20:00:00,6.1,43,1007.6,0.0,PPC,0.4,0.0,0.0
2022-03-08 21:00:00,4.0,49,1008.5,0.0,PPC,-0.9,0.0,0.0
2022-03-08 22:00:00,2.5,54,1009.3,1.4,77,-1.9,0.0,0.0
2022-03-08 23:00:00,2.5,55,1009.9,1.4,91,-1.2,0.0,0.0
2022-03-09 00:00:00,2.5,54,1010.1,0.8,82,-1.4,0.0,0.0
2022-03-09 01:00:00,2.5,52,1010.7,0.8,84,-1.5,0.0,0.0
2022-03-09 02:00:00,3.0,51,1010.7,1.4,84,-1.1,0.0,0.0
2022-03-09 03:00:00,2.9,51,1010.4,1.8,79,-1.4,0.0,0.0
2022-03-09 04:00:00,0.9,59,1010.7,1.1,123,-1.6,0.0,0.0
2022-03-09 05:00:00,1.7,57,1011.2,2.0,98,-1.2,0.0,0.0
2022-03-09 06:00:00,1.9,57,1011.5,0.5,46,-1.1,0.0,0.0
2022-03-09 07:00:00,1.7,60,1011.9,0.8,103,-0.6,31.0,34.0
2022-03-09 08:00:00,3.1,54,1012.6,0.7,96,0.5,132.0,135.0
2022-03-09 09:00:00,5.8,44,1013.3,2.1,91,5.9,359.0,236.0
2022-03-09 10:00:00,9.2,34,1012.9,1.0,345,16.7,515.0,276.0
2022-03-09 11:00:00,13.0,30,1011.9,1.4,280,23.7,587.0,298.0
